sample_id,split,source_file,output_file,rows,feature_dim,pose_joints,feature_min,feature_max,pose_scale_min,pose_scale_max,status,error,processing_sec
sujin_fall_normal_01,train,/content/gdrive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/sujin_fall_normal_01_synchronized_315.npz,/content/gdrive/MyDrive/CareWave_Round4_Reextract/model_ready_315/train/sujin_fall_normal_01_model_ready.npz,1796,315,33,-3.174687147140503,5.269968032836914,0.05000000074505806,0.3527202010154724,completed,,0.23125171661376953
sujin_fall_normal_02,train,/content/gdrive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/sujin_fall_normal_02_synchronized_315.npz,/content/gdrive/MyDrive/CareWave_Round4_Reextract/model_ready_315/train/sujin_fall_normal_02_model_ready.npz,1201,315,33,-2.832598924636841,4.299963474273682,0.10975100845098495,0.33713239431381226,completed,,0.153977632522583
sujin_fall_normal_03,train,/content/gdrive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/sujin_fall_normal_03_synchronized_315.npz,/content/gdrive/MyDrive/CareWave_Round4_Reextract/model_ready_315/train/sujin_fall_normal_03_model_ready.npz,125,315,33,-3.402754783630371,6.048582553863525,0.051497042179107666,0.33962205052375793,completed,,0.030605316162109375
sujin_fall_normal_06,train,/content/gdrive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/sujin_fall_normal_06_synchronized_315.npz,/content/gdrive/MyDrive/CareWave_Round4_Reextract/model_ready_315/train/sujin_fall_normal_06_model_ready.npz,127,315,33,-3.2063021659851074,6.711086750030518,0.15392297506332397,0.3371570110321045,completed,,0.03197836875915527
sujin_fall_normal_07,train,/content/gdrive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/sujin_fall_normal_07_synchronized_315.npz,/content/gdrive/MyDrive/CareWave_Round4_Reextract/model_ready_315/train/sujin_fall_normal_07_model_ready.npz,127,315,33,-3.2435903549194336,7.344635486602783,0.06640321016311646,0.3395053446292877,completed,,0.02941608428955078
sujin_fall_normal_08,train,/content/gdrive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/sujin_fall_normal_08_synchronized_315.npz,/content/gdrive/MyDrive/CareWave_Round4_Reextract/model_ready_315/train/sujin_fall_normal_08_model_ready.npz,126,315,33,-3.113816976547241,7.3933563232421875,0.11269183456897736,0.3489982783794403,completed,,0.029207229614257812
sujin_fall_normal_09,train,/content/gdrive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/sujin_fall_normal_09_synchronized_315.npz,/content/gdrive/MyDrive/CareWave_Round4_Reextract/model_ready_315/train/sujin_fall_normal_09_model_ready.npz,127,315,33,-3.13106632232666,5.248885631561279,0.06731445342302322,0.3463972806930542,completed,,0.03139948844909668
sujin_fall_normal_10,train,/content/gdrive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/sujin_fall_normal_10_synchronized_315.npz,/content/gdrive/MyDrive/CareWave_Round4_Reextract/model_ready_315/train/sujin_fall_normal_10_model_ready.npz,130,315,33,-2.9649600982666016,7.953666687011719,0.05000000074505806,0.3298049569129944,completed,,0.04288458824157715
sujin_fall_normal_11,train,/content/gdrive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/sujin_fall_normal_11_synchronized_315.npz,/content/gdrive/MyDrive/CareWave_Round4_Reextract/model_ready_315/train/sujin_fall_normal_11_model_ready.npz,126,315,33,-3.3979642391204834,5.499969005584717,0.05000000074505806,0.33762460947036743,completed,,0.02853846549987793
sujin_fall_normal_12,train,/content/gdrive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/sujin_fall_normal_12_synchronized_315.npz,/content/gdrive/MyDrive/CareWave_Round4_Reextract/model_ready_315/train/sujin_fall_normal_12_model_ready.npz,155,315,33,-2.8770413398742676,4.679720878601074,0.05000000074505806,0.3402211666107178,completed,,0.03518509864807129
sujin_fall_normal_13,train,/content/gdrive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/sujin_fall_normal_13_synchronized_315.npz,/content/gdrive/MyDrive/CareWave_Round4_Reextract/model_ready_315/train/sujin_fall_normal_13_model_ready.npz,128,315,33,-2.690347671508789,6.234838485717773,0.07027401775121689,0.33305981755256653,completed,,0.032172441482543945
sujin_fall_normal_14,train,/content/gdrive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/sujin_fall_normal_14_synchronized_315.npz,/content/gdrive/MyDrive/CareWave_Round4_Reextract/model_ready_315/train/sujin_fall_normal_14_model_ready.npz,128,315,33,-3.0544350147247314,5.7877936363220215,0.07624927908182144,0.34889504313468933,completed,,0.02994060516357422
sujin_fall_normal_15,train,/content/gdrive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/sujin_fall_normal_15_synchronized_315.npz,/content/gdrive/MyDrive/CareWave_Round4_Reextract/model_ready_315/train/sujin_fall_normal_15_model_ready.npz,127,315,33,-2.984862804412842,7.335453033447266,0.07368911057710648,0.3357713520526886,completed,,0.03332948684692383
sujin_fall_normal_16,train,/content/gdrive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/sujin_fall_normal_16_synchronized_315.npz,/content/gdrive/MyDrive/CareWave_Round4_Reextract/model_ready_315/train/sujin_fall_normal_16_model_ready.npz,126,315,33,-3.724708318710327,8.177509307861328,0.0569671168923378,0.34897494316101074,completed,,0.0303952693939209
sujin_fall_stay_down_01,train,/content/gdrive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/sujin_fall_stay_down_01_synchronized_315.npz,/content/gdrive/MyDrive/CareWave_Round4_Reextract/model_ready_315/train/sujin_fall_stay_down_01_model_ready.npz,1810,315,33,-3.5890910625457764,6.580527305603027,0.05000000074505806,0.35818323493003845,completed,,0.23063969612121582
sujin_fall_stay_down_02,train,/content/gdrive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/sujin_fall_stay_down_02_synchronized_315.npz,/content/gdrive/MyDrive/CareWave_Round4_Reextract/model_ready_315/train/sujin_fall_stay_down_02_model_ready.npz,108,315,33,-3.006669282913208,6.162594795227051,0.06343768537044525,0.3271576464176178,completed,,0.02906489372253418
sujin_fall_stay_down_05,train,/content/gdrive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/sujin_fall_stay_down_05_synchronized_315.npz,/content/gdrive/MyDrive/CareWave_Round4_Reextract/model_ready_315/train/sujin_fall_stay_down_05_model_ready.npz,99,315,33,-3.1326169967651367,6.273591995239258,0.13062727451324463,0.3418654799461365,completed,,0.02599310874938965
sujin_free_activity_03,train,/content/gdrive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/sujin_free_activity_03_synchronized_315.npz,/content/gdrive/MyDrive/CareWave_Round4_Reextract/model_ready_315/train/sujin_free_activity_03_model_ready.npz,2997,315,33,-3.3385751247406006,5.358221054077148,0.20707063376903534,0.4342602491378784,completed,,0.3678154945373535
sujin_free_activity_normal_02,train,/content/gdrive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/sujin_free_activity_normal_02_synchronized_315.npz,/content/gdrive/MyDrive/CareWave_Round4_Reextract/model_ready_315/train/sujin_free_activity_normal_02_model_ready.npz,3004,315,33,-2.859189033508301,3.8166491985321045,0.2461116462945938,0.6984438896179199,completed,,0.36156344413757324
sujin_lie_down_normal_01,train,/content/gdrive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/sujin_lie_down_normal_01_synchronized_315.npz,/content/gdrive/MyDrive/CareWave_Round4_Reextract/model_ready_315/train/sujin_lie_down_normal_01_model_ready.npz,1792,315,33,-3.3298513889312744,5.683691501617432,0.20688875019550323,0.2667454779148102,completed,,0.2198781967163086
sujin_pick_up_normal_02,train,/content/gdrive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/sujin_pick_up_normal_02_synchronized_315.npz,/content/gdrive/MyDrive/CareWave_Round4_Reextract/model_ready_315/train/sujin_pick_up_normal_02_model_ready.npz,1798,315,33,-2.6808619499206543,3.7154953479766846,0.05000000074505806,0.3290322422981262,completed,,0.23350071907043457
sujin_pick_up_normal_03,train,/content/gdrive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/sujin_pick_up_normal_03_synchronized_315.npz,/content/gdrive/MyDrive/CareWave_Round4_Reextract/model_ready_315/train/sujin_pick_up_normal_03_model_ready.npz,130,315,33,-2.61043381690979,6.990809440612793,0.055999014526605606,0.33253005146980286,completed,,0.035469770431518555
sujin_pick_up_normal_04,train,/content/gdrive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/sujin_pick_up_normal_04_synchronized_315.npz,/content/gdrive/MyDrive/CareWave_Round4_Reextract/model_ready_315/train/sujin_pick_up_normal_04_model_ready.npz,126,315,33,-2.990006685256958,6.643491744995117,0.05224921926856041,0.3349878489971161,completed,,0.03054356575012207
sujin_pick_up_normal_05,train,/content/gdrive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/sujin_pick_up_normal_05_synchronized_315.npz,/content/gdrive/MyDrive/CareWave_Round4_Reextract/model_ready_315/train/sujin_pick_up_normal_05_model_ready.npz,126,315,33,-2.565196990966797,6.389984607696533,0.0526905357837677,0.3198167383670807,completed,,0.029880523681640625
sujin_pick_up_normal_06,train,/content/gdrive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/sujin_pick_up_normal_06_synchronized_315.npz,/content/gdrive/MyDrive/CareWave_Round4_Reextract/model_ready_315/train/sujin_pick_up_normal_06_model_ready.npz,129,315,33,-2.761707067489624,6.852202892303467,0.19583451747894287,0.3222852945327759,completed,,0.030792951583862305
sujin_pick_up_normal_07,train,/content/gdrive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/sujin_pick_up_normal_07_synchronized_315.npz,/content/gdrive/MyDrive/CareWave_Round4_Reextract/model_ready_315/train/sujin_pick_up_normal_07_model_ready.npz,133,315,33,-3.1945130825042725,6.357719898223877,0.169086292386055,0.3508044481277466,completed,,0.030297279357910156
sujin_pick_up_normal_08,train,/content/gdrive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/sujin_pick_up_normal_08_synchronized_315.npz,/content/gdrive/MyDrive/CareWave_Round4_Reextract/model_ready_315/train/sujin_pick_up_normal_08_model_ready.npz,129,315,33,-2.7687060832977295,6.652259349822998,0.05738033354282379,0.3306375741958618,completed,,0.030734539031982422
sujin_pick_up_normal_09,train,/content/gdrive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/sujin_pick_up_normal_09_synchronized_315.npz,/content/gdrive/MyDrive/CareWave_Round4_Reextract/model_ready_315/train/sujin_pick_up_normal_09_model_ready.npz,127,315,33,-2.732006549835205,6.906280994415283,0.05000000074505806,0.3378681540489197,completed,,0.042151451110839844
sujin_pick_up_normal_10,train,/content/gdrive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/sujin_pick_up_normal_10_synchronized_315.npz,/content/gdrive/MyDrive/CareWave_Round4_Reextract/model_ready_315/train/sujin_pick_up_normal_10_model_ready.npz,123,315,33,-2.837595224380493,6.2817230224609375,0.07543575018644333,0.37377333641052246,completed,,0.02775263786315918
sujin_pick_up_normal_11,train,/content/gdrive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/sujin_pick_up_normal_11_synchronized_315.npz,/content/gdrive/MyDrive/CareWave_Round4_Reextract/model_ready_315/train/sujin_pick_up_normal_11_model_ready.npz,129,315,33,-3.1675870418548584,8.302143096923828,0.07556960731744766,0.32069724798202515,completed,,0.029506921768188477
sujin_pick_up_variation_01,train,/content/gdrive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/sujin_pick_up_variation_01_synchronized_315.npz,/content/gdrive/MyDrive/CareWave_Round4_Reextract/model_ready_315/train/sujin_pick_up_variation_01_model_ready.npz,1802,315,33,-2.6628737449645996,5.747859954833984,0.05000000074505806,0.35547855496406555,completed,,0.22316670417785645
sujin_pick_up_variation_02,train,/content/gdrive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/sujin_pick_up_variation_02_synchronized_315.npz,/content/gdrive/MyDrive/CareWave_Round4_Reextract/model_ready_315/train/sujin_pick_up_variation_02_model_ready.npz,129,315,33,-3.2195873260498047,8.357385635375977,0.06145358085632324,0.34765225648880005,completed,,0.03188347816467285
sujin_pick_up_variation_03,train,/content/gdrive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/sujin_pick_up_variation_03_synchronized_315.npz,/content/gdrive/MyDrive/CareWave_Round4_Reextract/model_ready_315/train/sujin_pick_up_variation_03_model_ready.npz,128,315,33,-3.6526992321014404,5.586270809173584,0.05455416068434715,0.3285888135433197,completed,,0.028493642807006836
sujin_pick_up_variation_04,train,/content/gdrive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/sujin_pick_up_variation_04_synchronized_315.npz,/content/gdrive/MyDrive/CareWave_Round4_Reextract/model_ready_315/train/sujin_pick_up_variation_04_model_ready.npz,127,315,33,-3.3170881271362305,6.517512321472168,0.052035894244909286,0.3149884343147278,completed,,0.03031778335571289
sujin_pick_up_variation_05,train,/content/gdrive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/sujin_pick_up_variation_05_synchronized_315.npz,/content/gdrive/MyDrive/CareWave_Round4_Reextract/model_ready_315/train/sujin_pick_up_variation_05_model_ready.npz,126,315,33,-3.06771183013916,5.203464031219482,0.1044827252626419,0.31721362471580505,completed,,0.030069589614868164
sujin_sit_normal_01,train,/content/gdrive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/sujin_sit_normal_01_synchronized_315.npz,/content/gdrive/MyDrive/CareWave_Round4_Reextract/model_ready_315/train/sujin_sit_normal_01_model_ready.npz,1216,315,33,-2.622689962387085,4.4297919273376465,0.2766369581222534,0.35077381134033203,completed,,0.152512788772583
sujin_sit_normal_03,train,/content/gdrive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/sujin_sit_normal_03_synchronized_315.npz,/content/gdrive/MyDrive/CareWave_Round4_Reextract/model_ready_315/train/sujin_sit_normal_03_model_ready.npz,128,315,33,-3.2227654457092285,6.529837608337402,0.16362714767456055,0.32596656680107117,completed,,0.02964615821838379
sujin_sit_normal_04,train,/content/gdrive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/sujin_sit_normal_04_synchronized_315.npz,/content/gdrive/MyDrive/CareWave_Round4_Reextract/model_ready_315/train/sujin_sit_normal_04_model_ready.npz,139,315,33,-3.466076612472534,7.534270286560059,0.1793922632932663,0.33988651633262634,completed,,0.029526233673095703
sujin_sit_normal_05,train,/content/gdrive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/sujin_sit_normal_05_synchronized_315.npz,/content/gdrive/MyDrive/CareWave_Round4_Reextract/model_ready_315/train/sujin_sit_normal_05_model_ready.npz,127,315,33,-3.796717643737793,7.108948707580566,0.152927428483963,0.34197917580604553,completed,,0.02738809585571289
sujin_sit_normal_06,train,/content/gdrive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/sujin_sit_normal_06_synchronized_315.npz,/content/gdrive/MyDrive/CareWave_Round4_Reextract/model_ready_315/train/sujin_sit_normal_06_model_ready.npz,129,315,33,-3.3298513889312744,7.432844161987305,0.25978612899780273,0.3510901629924774,completed,,0.02833414077758789
sujin_sit_normal_07,train,/content/gdrive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/sujin_sit_normal_07_synchronized_315.npz,/content/gdrive/MyDrive/CareWave_Round4_Reextract/model_ready_315/train/sujin_sit_normal_07_model_ready.npz,126,315,33,-3.2195873260498047,6.883877754211426,0.25049182772636414,0.35096219182014465,completed,,0.03064131736755371
sujin_sit_normal_08,train,/content/gdrive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/sujin_sit_normal_08_synchronized_315.npz,/content/gdrive/MyDrive/CareWave_Round4_Reextract/model_ready_315/train/sujin_sit_normal_08_model_ready.npz,126,315,33,-3.0877280235290527,6.150155544281006,0.2925664484500885,0.4214279055595398,completed,,0.030742406845092773
sujin_sit_normal_09,train,/content/gdrive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/sujin_sit_normal_09_synchronized_315.npz,/content/gdrive/MyDrive/CareWave_Round4_Reextract/model_ready_315/train/sujin_sit_normal_09_model_ready.npz,129,315,33,-2.906986713409424,5.851083755493164,0.059292975813150406,0.3253379166126251,completed,,0.033571720123291016
sujin_sit_to_stand_normal_01,train,/content/gdrive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/sujin_sit_to_stand_normal_01_synchronized_315.npz,/content/gdrive/MyDrive/CareWave_Round4_Reextract/model_ready_315/train/sujin_sit_to_stand_normal_01_model_ready.npz,1805,315,33,-3.38470196723938,7.906591892242432,0.130903422832489,0.38836240768432617,completed,,0.23178386688232422
sujin_sit_to_stand_normal_03,train,/content/gdrive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/sujin_sit_to_stand_normal_03_synchronized_315.npz,/content/gdrive/MyDrive/CareWave_Round4_Reextract/model_ready_315/train/sujin_sit_to_stand_normal_03_model_ready.npz,130,315,33,-3.466076612472534,6.540740013122559,0.24995484948158264,0.36957624554634094,completed,,0.030773162841796875
sujin_sit_to_stand_normal_04,train,/content/gdrive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/sujin_sit_to_stand_normal_04_synchronized_315.npz,/content/gdrive/MyDrive/CareWave_Round4_Reextract/model_ready_315/train/sujin_sit_to_stand_normal_04_model_ready.npz,126,315,33,-3.5558247566223145,7.5247907638549805,0.15143471956253052,0.3716636598110199,completed,,0.02766275405883789
sujin_sit_to_stand_normal_05,train,/content/gdrive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/sujin_sit_to_stand_normal_05_synchronized_315.npz,/content/gdrive/MyDrive/CareWave_Round4_Reextract/model_ready_315/train/sujin_sit_to_stand_normal_05_model_ready.npz,127,315,33,-2.366337537765503,5.387972831726074,0.2171446979045868,0.3652231693267822,completed,,0.26323866844177246
sujin_stand_normal_01,train,/content/gdrive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/sujin_stand_normal_01_synchronized_315.npz,/content/gdrive/MyDrive/CareWave_Round4_Reextract/model_ready_315/train/sujin_stand_normal_01_model_ready.npz,1206,315,33,-3.9465556144714355,7.341345310211182,0.3750098645687103,0.446426659822464,completed,,0.1575603485107422
sujin_stand_normal_02,train,/content/gdrive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/sujin_stand_normal_02_synchronized_315.npz,/content/gdrive/MyDrive/CareWave_Round4_Reextract/model_ready_315/train/sujin_stand_normal_02_model_ready.npz,603,315,33,-2.4908692836761475,3.1450603008270264,0.3035503029823303,0.3165745437145233,completed,,0.09062004089355469
sujin_stand_normal_03,train,/content/gdrive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/sujin_stand_normal_03_synchronized_315.npz,/content/gdrive/MyDrive/CareWave_Round4_Reextract/model_ready_315/train/sujin_stand_normal_03_model_ready.npz,131,315,33,-2.6650125980377197,7.073151588439941,0.30477285385131836,0.32823100686073303,completed,,0.03181886672973633
sujin_stand_normal_04,train,/content/gdrive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/sujin_stand_normal_04_synchronized_315.npz,/content/gdrive/MyDrive/CareWave_Round4_Reextract/model_ready_315/train/sujin_stand_normal_04_model_ready.npz,126,315,33,-2.7511825561523438,8.289079666137695,0.3011091351509094,0.3582419753074646,completed,,0.028691530227661133
sujin_stand_normal_05,train,/content/gdrive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/sujin_stand_normal_05_synchronized_315.npz,/content/gdrive/MyDrive/CareWave_Round4_Reextract/model_ready_315/train/sujin_stand_normal_05_model_ready.npz,131,315,33,-3.139348030090332,6.191045761108398,0.29997414350509644,0.3477829396724701,completed,,0.03034496307373047
sujin_stand_normal_07,train,/content/gdrive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/sujin_stand_normal_07_synchronized_315.npz,/content/gdrive/MyDrive/CareWave_Round4_Reextract/model_ready_315/train/sujin_stand_normal_07_model_ready.npz,128,315,33,-2.323695659637451,5.033788204193115,0.31591495871543884,0.3288685083389282,completed,,0.03305935859680176
sujin_stand_normal_08,train,/content/gdrive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/sujin_stand_normal_08_synchronized_315.npz,/content/gdrive/MyDrive/CareWave_Round4_Reextract/model_ready_315/train/sujin_stand_normal_08_model_ready.npz,128,315,33,-2.950176239013672,5.921659469604492,0.34333470463752747,0.36958402395248413,completed,,0.03347373008728027
sujin_stand_normal_09,train,/content/gdrive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/sujin_stand_normal_09_synchronized_315.npz,/content/gdrive/MyDrive/CareWave_Round4_Reextract/model_ready_315/train/sujin_stand_normal_09_model_ready.npz,127,315,33,-3.3572239875793457,6.395358562469482,0.2571132481098175,0.27294570207595825,completed,,0.03084254264831543
sujin_stand_normal_10,train,/content/gdrive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/sujin_stand_normal_10_synchronized_315.npz,/content/gdrive/MyDrive/CareWave_Round4_Reextract/model_ready_315/train/sujin_stand_normal_10_model_ready.npz,128,315,33,-3.026989698410034,5.127984523773193,0.30635127425193787,0.33739590644836426,completed,,0.03056812286376953
sujin_stand_normal_11,train,/content/gdrive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/sujin_stand_normal_11_synchronized_315.npz,/content/gdrive/MyDrive/CareWave_Round4_Reextract/model_ready_315/train/sujin_stand_normal_11_model_ready.npz,130,315,33,-2.4729115962982178,6.34496545791626,0.3272150456905365,0.37474682927131653,completed,,0.030564308166503906
sujin_stand_normal_12,train,/content/gdrive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/sujin_stand_normal_12_synchronized_315.npz,/content/gdrive/MyDrive/CareWave_Round4_Reextract/model_ready_315/train/sujin_stand_normal_12_model_ready.npz,130,315,33,-3.1382298469543457,8.644408226013184,0.32434141635894775,0.34051311016082764,completed,,0.03470444679260254
sujin_walk_normal_01,train,/content/gdrive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/sujin_walk_normal_01_synchronized_315.npz,/content/gdrive/MyDrive/CareWave_Round4_Reextract/model_ready_315/train/sujin_walk_normal_01_model_ready.npz,1205,315,33,-3.3880250453948975,7.956026077270508,0.28954485058784485,0.6309035420417786,completed,,0.15332794189453125
sujin_walk_normal_02,train,/content/gdrive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/sujin_walk_normal_02_synchronized_315.npz,/content/gdrive/MyDrive/CareWave_Round4_Reextract/model_ready_315/train/sujin_walk_normal_02_model_ready.npz,125,315,33,-3.724708318710327,6.389261245727539,0.31993159651756287,0.3667037785053253,completed,,0.03170323371887207
sujin_walk_normal_03,train,/content/gdrive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/sujin_walk_normal_03_synchronized_315.npz,/content/gdrive/MyDrive/CareWave_Round4_Reextract/model_ready_315/train/sujin_walk_normal_03_model_ready.npz,128,315,33,-4.0708417892456055,5.801743507385254,0.2971173822879791,0.41642019152641296,completed,,0.030994653701782227
sujin_walk_normal_04,train,/content/gdrive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/sujin_walk_normal_04_synchronized_315.npz,/content/gdrive/MyDrive/CareWave_Round4_Reextract/model_ready_315/train/sujin_walk_normal_04_model_ready.npz,129,315,33,-3.9674439430236816,6.170569896697998,0.24803659319877625,0.5006009340286255,completed,,0.029933691024780273
sujin_walk_normal_05,train,/content/gdrive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/sujin_walk_normal_05_synchronized_315.npz,/content/gdrive/MyDrive/CareWave_Round4_Reextract/model_ready_315/train/sujin_walk_normal_05_model_ready.npz,128,315,33,-6.428769588470459,7.362943649291992,0.26359033584594727,0.3957764208316803,completed,,0.029472827911376953
