sample_id,person,action,repetition,source_split,rows,duration_sec,file_path,model_split
sujin_pick_up_normal_09,sujin,pick_up_normal,09,train_candidate,127,12.601632118225098,/content/gdrive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/sujin_pick_up_normal_09_synchronized_315.npz,train
sujin_pick_up_normal_10,sujin,pick_up_normal,10,train_candidate,123,12.201662063598633,/content/gdrive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/sujin_pick_up_normal_10_synchronized_315.npz,train
sujin_pick_up_normal_11,sujin,pick_up_normal,11,train_candidate,129,12.801657676696777,/content/gdrive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/sujin_pick_up_normal_11_synchronized_315.npz,train
sujin_pick_up_variation_01,sujin,pick_up_variation,01,train_candidate,1802,180.20999145507812,/content/gdrive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/sujin_pick_up_variation_01_synchronized_315.npz,train
sujin_pick_up_variation_02,sujin,pick_up_variation,02,train_candidate,129,12.801653861999512,/content/gdrive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/sujin_pick_up_variation_02_synchronized_315.npz,train
sujin_pick_up_variation_03,sujin,pick_up_variation,03,train_candidate,128,12.701662063598633,/content/gdrive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/sujin_pick_up_variation_03_synchronized_315.npz,train
sujin_pick_up_variation_04,sujin,pick_up_variation,04,train_candidate,127,12.60165786743164,/content/gdrive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/sujin_pick_up_variation_04_synchronized_315.npz,train
sujin_pick_up_variation_05,sujin,pick_up_variation,05,train_candidate,126,12.5,/content/gdrive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/sujin_pick_up_variation_05_synchronized_315.npz,train
sujin_sit_normal_01,sujin,sit_normal,01,train_candidate,1216,121.50666046142578,/content/gdrive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/sujin_sit_normal_01_synchronized_315.npz,train
sujin_sit_normal_03,sujin,sit_normal,03,train_candidate,128,12.701658248901367,/content/gdrive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/sujin_sit_normal_03_synchronized_315.npz,train
sujin_sit_normal_04,sujin,sit_normal,04,train_candidate,139,13.801658630371094,/content/gdrive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/sujin_sit_normal_04_synchronized_315.npz,train
sujin_sit_normal_05,sujin,sit_normal,05,train_candidate,127,12.60165786743164,/content/gdrive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/sujin_sit_normal_05_synchronized_315.npz,train
sujin_sit_normal_06,sujin,sit_normal,06,train_candidate,129,12.801653861999512,/content/gdrive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/sujin_sit_normal_06_synchronized_315.npz,train
sujin_sit_normal_07,sujin,sit_normal,07,train_candidate,126,12.501662254333496,/content/gdrive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/sujin_sit_normal_07_synchronized_315.npz,train
sujin_sit_normal_08,sujin,sit_normal,08,train_candidate,126,12.501657485961914,/content/gdrive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/sujin_sit_normal_08_synchronized_315.npz,train
sujin_sit_normal_09,sujin,sit_normal,09,train_candidate,129,12.801657676696777,/content/gdrive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/sujin_sit_normal_09_synchronized_315.npz,train
sujin_sit_to_stand_normal_01,sujin,sit_to_stand_normal,01,train_candidate,1805,180.4099884033203,/content/gdrive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/sujin_sit_to_stand_normal_01_synchronized_315.npz,train
sujin_sit_to_stand_normal_03,sujin,sit_to_stand_normal,03,train_candidate,130,12.901662826538086,/content/gdrive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/sujin_sit_to_stand_normal_03_synchronized_315.npz,train
sujin_sit_to_stand_normal_04,sujin,sit_to_stand_normal,04,train_candidate,126,12.501657485961914,/content/gdrive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/sujin_sit_to_stand_normal_04_synchronized_315.npz,train
sujin_sit_to_stand_normal_05,sujin,sit_to_stand_normal,05,train_candidate,127,12.60165786743164,/content/gdrive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/sujin_sit_to_stand_normal_05_synchronized_315.npz,train
sujin_stand_normal_01,sujin,stand_normal,01,train_candidate,1206,120.50666046142578,/content/gdrive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/sujin_stand_normal_01_synchronized_315.npz,train
sujin_stand_normal_02,sujin,stand_normal,02,train_candidate,603,60.203330993652344,/content/gdrive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/sujin_stand_normal_02_synchronized_315.npz,train
sujin_stand_normal_03,sujin,stand_normal,03,train_candidate,131,13.001662254333496,/content/gdrive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/sujin_stand_normal_03_synchronized_315.npz,train
sujin_stand_normal_04,sujin,stand_normal,04,train_candidate,126,12.501657485961914,/content/gdrive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/sujin_stand_normal_04_synchronized_315.npz,train
sujin_stand_normal_05,sujin,stand_normal,05,train_candidate,131,13.00165843963623,/content/gdrive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/sujin_stand_normal_05_synchronized_315.npz,train
sujin_stand_normal_07,sujin,stand_normal,07,train_candidate,128,12.701623916625977,/content/gdrive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/sujin_stand_normal_07_synchronized_315.npz,train
sujin_stand_normal_08,sujin,stand_normal,08,train_candidate,128,12.701658248901367,/content/gdrive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/sujin_stand_normal_08_synchronized_315.npz,train
sujin_stand_normal_09,sujin,stand_normal,09,train_candidate,127,12.60165786743164,/content/gdrive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/sujin_stand_normal_09_synchronized_315.npz,train
sujin_stand_normal_10,sujin,stand_normal,10,train_candidate,128,12.701658248901367,/content/gdrive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/sujin_stand_normal_10_synchronized_315.npz,train
sujin_stand_normal_11,sujin,stand_normal,11,train_candidate,130,12.901662826538086,/content/gdrive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/sujin_stand_normal_11_synchronized_315.npz,train
sujin_stand_normal_12,sujin,stand_normal,12,train_candidate,130,12.901658058166504,/content/gdrive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/sujin_stand_normal_12_synchronized_315.npz,train
sujin_walk_normal_01,sujin,walk_normal,01,train_candidate,1205,120.40666198730469,/content/gdrive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/sujin_walk_normal_01_synchronized_315.npz,train
sujin_walk_normal_02,sujin,walk_normal,02,train_candidate,125,12.40166187286377,/content/gdrive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/sujin_walk_normal_02_synchronized_315.npz,train
sujin_walk_normal_03,sujin,walk_normal,03,train_candidate,128,12.701653480529785,/content/gdrive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/sujin_walk_normal_03_synchronized_315.npz,train
sujin_walk_normal_04,sujin,walk_normal,04,train_candidate,129,12.801653861999512,/content/gdrive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/sujin_walk_normal_04_synchronized_315.npz,train
sujin_walk_normal_05,sujin,walk_normal,05,train_candidate,128,12.701662063598633,/content/gdrive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/sujin_walk_normal_05_synchronized_315.npz,train
sujin_walk_normal_08,sujin,walk_normal,08,train_candidate,122,12.100000381469727,/content/gdrive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/sujin_walk_normal_08_synchronized_315.npz,train
sujin_walk_normal_09,sujin,walk_normal,09,train_candidate,127,12.601653099060059,/content/gdrive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/sujin_walk_normal_09_synchronized_315.npz,train
sujin_walk_normal_10,sujin,walk_normal,10,train_candidate,129,12.801653861999512,/content/gdrive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/sujin_walk_normal_10_synchronized_315.npz,train
sujin_walk_normal_11,sujin,walk_normal,11,train_candidate,127,12.601653099060059,/content/gdrive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/sujin_walk_normal_11_synchronized_315.npz,train
sujin_walk_normal_12,sujin,walk_normal,12,train_candidate,128,12.70164966583252,/content/gdrive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/sujin_walk_normal_12_synchronized_315.npz,train
yena_arm_move_normal_01,yena,arm_move_normal,01,train_candidate,1813,181.20999145507812,/content/gdrive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/yena_arm_move_normal_01_synchronized_315.npz,train
yena_chair_sit_variation_02,yena,chair_sit_variation,02,train_candidate,125,12.40166187286377,/content/gdrive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/yena_chair_sit_variation_02_synchronized_315.npz,train
yena_chair_sit_variation_03,yena,chair_sit_variation,03,train_candidate,129,12.801653861999512,/content/gdrive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/yena_chair_sit_variation_03_synchronized_315.npz,train
yena_fall_normal_0,yena,fall_normal,0,train_candidate,1203,120.2066650390625,/content/gdrive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/yena_fall_normal_0_synchronized_315.npz,train
yena_fall_normal_01,yena,fall_normal,01,train_candidate,1802,180.11000061035156,/content/gdrive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/yena_fall_normal_01_synchronized_315.npz,train
yena_fall_normal_02,yena,fall_normal,02,train_candidate,1802,180.11000061035156,/content/gdrive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/yena_fall_normal_02_synchronized_315.npz,train
yena_fall_normal_04,yena,fall_normal,04,train_candidate,130,12.901662826538086,/content/gdrive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/yena_fall_normal_04_synchronized_315.npz,train
yena_fall_normal_05,yena,fall_normal,05,train_candidate,125,12.401658058166504,/content/gdrive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/yena_fall_normal_05_synchronized_315.npz,train
yena_fall_normal_06,yena,fall_normal,06,train_candidate,123,12.201662063598633,/content/gdrive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/yena_fall_normal_06_synchronized_315.npz,train
yena_fall_normal_07,yena,fall_normal,07,train_candidate,127,12.601468086242676,/content/gdrive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/yena_fall_normal_07_synchronized_315.npz,train
yena_fall_normal_09,yena,fall_normal,09,train_candidate,123,12.201653480529785,/content/gdrive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/yena_fall_normal_09_synchronized_315.npz,train
yena_fall_normal_10,yena,fall_normal,10,train_candidate,123,12.201662063598633,/content/gdrive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/yena_fall_normal_10_synchronized_315.npz,train
yena_fall_normal_11,yena,fall_normal,11,train_candidate,135,13.401654243469238,/content/gdrive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/yena_fall_normal_11_synchronized_315.npz,train
yena_fall_normal_13,yena,fall_normal,13,train_candidate,125,12.40166187286377,/content/gdrive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/yena_fall_normal_13_synchronized_315.npz,train
yena_fall_normal_15,yena,fall_normal,15,train_candidate,123,12.20165729522705,/content/gdrive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/yena_fall_normal_15_synchronized_315.npz,train
yena_fall_normal_16,yena,fall_normal,16,train_candidate,121,12.001652717590332,/content/gdrive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/yena_fall_normal_16_synchronized_315.npz,train
yena_fall_normal_17,yena,fall_normal,17,train_candidate,126,12.501653671264648,/content/gdrive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/yena_fall_normal_17_synchronized_315.npz,train
yena_fall_stay_down_01,yena,fall_stay_down,01,train_candidate,1804,180.4083251953125,/content/gdrive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/yena_fall_stay_down_01_synchronized_315.npz,train
yena_fall_stay_down_02,yena,fall_stay_down,02,train_candidate,130,12.901654243469238,/content/gdrive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/yena_fall_stay_down_02_synchronized_315.npz,train
yena_fall_stay_down_03,yena,fall_stay_down,03,train_candidate,124,12.300000190734863,/content/gdrive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/yena_fall_stay_down_03_synchronized_315.npz,train
yena_fall_stay_down_04,yena,fall_stay_down,04,train_candidate,126,12.501662254333496,/content/gdrive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/yena_fall_stay_down_04_synchronized_315.npz,train
yena_fall_stay_down_05,yena,fall_stay_down,05,train_candidate,125,12.40166187286377,/content/gdrive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/yena_fall_stay_down_05_synchronized_315.npz,train
yena_free_activity_normal_01,yena,free_activity_normal,01,train_candidate,1799,179.80996704101562,/content/gdrive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/yena_free_activity_normal_01_synchronized_315.npz,train
yena_free_activity_normal_02,yena,free_activity_normal,02,train_candidate,3007,300.6166687011719,/content/gdrive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/yena_free_activity_normal_02_synchronized_315.npz,train
yena_pick_up_normal_01,yena,pick_up_normal,01,train_candidate,1801,180.00999450683594,/content/gdrive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/yena_pick_up_normal_01_synchronized_315.npz,train
yena_pick_up_normal_02,yena,pick_up_normal,02,train_candidate,139,13.801658630371094,/content/gdrive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/yena_pick_up_normal_02_synchronized_315.npz,train
yena_pick_up_normal_04,yena,pick_up_normal,04,train_candidate,117,11.601656913757324,/content/gdrive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/yena_pick_up_normal_04_synchronized_315.npz,train
yena_pick_up_normal_05,yena,pick_up_normal,05,train_candidate,134,13.30166244506836,/content/gdrive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/yena_pick_up_normal_05_synchronized_315.npz,train
yena_pick_up_normal_06,yena,pick_up_normal,06,train_candidate,127,12.601662635803223,/content/gdrive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/yena_pick_up_normal_06_synchronized_315.npz,train
yena_pick_up_normal_07,yena,pick_up_normal,07,train_candidate,128,12.701653480529785,/content/gdrive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/yena_pick_up_normal_07_synchronized_315.npz,train
yena_pick_up_normal_08,yena,pick_up_normal,08,train_candidate,127,12.601662635803223,/content/gdrive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/yena_pick_up_normal_08_synchronized_315.npz,train
yena_pick_up_normal_09,yena,pick_up_normal,09,train_candidate,128,12.701662063598633,/content/gdrive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/yena_pick_up_normal_09_synchronized_315.npz,train
yena_pick_up_normal_10,yena,pick_up_normal,10,train_candidate,129,12.801657676696777,/content/gdrive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/yena_pick_up_normal_10_synchronized_315.npz,train
yena_pick_up_normal_11,yena,pick_up_normal,11,train_candidate,122,12.101653099060059,/content/gdrive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/yena_pick_up_normal_11_synchronized_315.npz,train
yena_pick_up_variation_01,yena,pick_up_variation,01,train_candidate,1799,179.9083251953125,/content/gdrive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/yena_pick_up_variation_01_synchronized_315.npz,train
yena_pick_up_variation_04,yena,pick_up_variation,04,train_candidate,122,12.101653099060059,/content/gdrive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/yena_pick_up_variation_04_synchronized_315.npz,train
yena_pick_up_variation_05,yena,pick_up_variation,05,train_candidate,100,9.901655197143555,/content/gdrive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/yena_pick_up_variation_05_synchronized_315.npz,train
yena_sit_move_normal_01,yena,sit_move_normal,01,train_candidate,1813,181.20999145507812,/content/gdrive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/yena_sit_move_normal_01_synchronized_315.npz,train
yena_sit_normal_02,yena,sit_normal,02,train_candidate,135,13.401654243469238,/content/gdrive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/yena_sit_normal_02_synchronized_315.npz,train
yena_sit_normal_03,yena,sit_normal,03,train_candidate,128,12.704974174499512,/content/gdrive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/yena_sit_normal_03_synchronized_315.npz,train
yena_sit_normal_04,yena,sit_normal,04,train_candidate,125,12.404894828796387,/content/gdrive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/yena_sit_normal_04_synchronized_315.npz,train
yena_sit_normal_06,yena,sit_normal,06,train_candidate,130,12.906649589538574,/content/gdrive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/yena_sit_normal_06_synchronized_315.npz,train
yena_sit_normal_07,yena,sit_normal,07,train_candidate,126,12.504960060119629,/content/gdrive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/yena_sit_normal_07_synchronized_315.npz,train
yena_sit_normal_08,yena,sit_normal,08,train_candidate,135,13.406617164611816,/content/gdrive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/yena_sit_normal_08_synchronized_315.npz,train
yena_sit_normal_09,yena,sit_normal,09,train_candidate,123,12.204986572265625,/content/gdrive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/yena_sit_normal_09_synchronized_315.npz,train
yena_sit_to_stand_normal_01,yena,sit_to_stand_normal,01,train_candidate,122,12.10165786743164,/content/gdrive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/yena_sit_to_stand_normal_01_synchronized_315.npz,train
yena_sit_to_stand_normal_02,yena,sit_to_stand_normal,02,train_candidate,133,13.201662063598633,/content/gdrive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/yena_sit_to_stand_normal_02_synchronized_315.npz,train
yena_sit_to_stand_normal_03,yena,sit_to_stand_normal,03,train_candidate,124,12.301657676696777,/content/gdrive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/yena_sit_to_stand_normal_03_synchronized_315.npz,train
yena_sit_to_stand_normal_04,yena,sit_to_stand_normal,04,train_candidate,118,11.701662063598633,/content/gdrive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/yena_sit_to_stand_normal_04_synchronized_315.npz,train
yena_slow_lie_down_01,yena,slow_lie_down,01,train_candidate,1801,180.00999450683594,/content/gdrive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/yena_slow_lie_down_01_synchronized_315.npz,train
yena_stand_normal_01,yena,stand_normal,01,train_candidate,627,62.603328704833984,/content/gdrive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/yena_stand_normal_01_synchronized_315.npz,train
yena_stand_normal_02,yena,stand_normal,02,train_candidate,103,10.201640129089355,/content/gdrive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/yena_stand_normal_02_synchronized_315.npz,train
yena_stand_normal_04,yena,stand_normal,04,train_candidate,126,12.501657485961914,/content/gdrive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/yena_stand_normal_04_synchronized_315.npz,train
yena_stand_normal_05,yena,stand_normal,05,train_candidate,127,12.601644515991211,/content/gdrive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/yena_stand_normal_05_synchronized_315.npz,train
yena_stand_normal_06,yena,stand_normal,06,train_candidate,126,12.501653671264648,/content/gdrive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/yena_stand_normal_06_synchronized_315.npz,train
yena_stand_normal_07,yena,stand_normal,07,train_candidate,127,12.601653099060059,/content/gdrive/MyDrive/CareWave_Round4_Reextract/synchronized_315/train/yena_stand_normal_07_synchronized_315.npz,train
