sample_id,action,window_start,window_end,start_time_sec,end_time_sec,split
hoyeon_fall_normal_01,fall_normal,38,47,3.801058495821727,4.701309192200557,train
hoyeon_fall_normal_01,fall_normal,39,48,3.9010863509749294,4.80133704735376,train
hoyeon_fall_normal_01,fall_normal,40,49,4.0011142061281335,4.901364902506963,train
hoyeon_fall_normal_01,fall_normal,41,50,4.101142061281337,5.001392757660167,train
hoyeon_fall_normal_01,fall_normal,42,51,4.20116991643454,5.101420612813371,train
hoyeon_fall_normal_01,fall_normal,43,52,4.301197771587743,5.201448467966574,train
hoyeon_fall_normal_01,fall_normal,44,53,4.401225626740947,5.301476323119777,train
hoyeon_fall_normal_01,fall_normal,45,54,4.501253481894151,5.4015041782729805,train
hoyeon_fall_normal_01,fall_normal,46,55,4.601281337047354,5.501532033426184,train
hoyeon_fall_normal_01,fall_normal,47,56,4.701309192200557,5.601559888579387,train
hoyeon_fall_normal_01,fall_normal,48,57,4.80133704735376,5.70158774373259,train
hoyeon_fall_normal_01,fall_normal,49,58,4.901364902506963,5.801615598885793,train
hoyeon_fall_normal_01,fall_normal,50,59,5.001392757660167,5.9016434540389975,train
hoyeon_fall_normal_01,fall_normal,51,60,5.101420612813371,6.001671309192201,train
hoyeon_fall_normal_01,fall_normal,52,61,5.201448467966574,6.101699164345404,train
hoyeon_fall_normal_01,fall_normal,53,62,5.301476323119777,6.201727019498607,train
hoyeon_fall_normal_01,fall_normal,54,63,5.4015041782729805,6.30175487465181,train
hoyeon_fall_normal_01,fall_normal,55,64,5.501532033426184,6.401782729805014,train
hoyeon_fall_normal_01,fall_normal,56,65,5.601559888579387,6.501810584958217,train
hoyeon_fall_normal_01,fall_normal,57,66,5.70158774373259,6.60183844011142,train
hoyeon_fall_normal_01,fall_normal,58,67,5.801615598885793,6.701866295264624,train
hoyeon_fall_normal_01,fall_normal,59,68,5.9016434540389975,6.801894150417827,train
hoyeon_fall_normal_01,fall_normal,60,69,6.001671309192201,6.901922005571031,train
hoyeon_fall_normal_01,fall_normal,61,70,6.101699164345404,7.001949860724234,train
hoyeon_fall_normal_01,fall_normal,62,71,6.201727019498607,7.101977715877437,train
hoyeon_fall_normal_01,fall_normal,63,72,6.30175487465181,7.20200557103064,train
hoyeon_fall_normal_01,fall_normal,64,73,6.401782729805014,7.3020334261838435,train
hoyeon_fall_normal_01,fall_normal,65,74,6.501810584958217,7.402061281337047,train
hoyeon_fall_normal_01,fall_normal,66,75,6.60183844011142,7.502089136490251,train
hoyeon_fall_normal_01,fall_normal,67,76,6.701866295264624,7.602116991643454,train
hoyeon_fall_normal_01,fall_normal,68,77,6.801894150417827,7.702144846796657,train
hoyeon_fall_normal_01,fall_normal,69,78,6.901922005571031,7.802172701949861,train
hoyeon_fall_normal_01,fall_normal,70,79,7.001949860724234,7.902200557103064,train
hoyeon_fall_normal_01,fall_normal,71,80,7.101977715877437,8.002228412256267,train
hoyeon_fall_normal_01,fall_normal,72,81,7.20200557103064,8.102256267409471,train
hoyeon_fall_normal_01,fall_normal,73,82,7.3020334261838435,8.202284122562673,train
hoyeon_fall_normal_01,fall_normal,74,83,7.402061281337047,8.302311977715878,train
hoyeon_fall_normal_01,fall_normal,75,84,7.502089136490251,8.40233983286908,train
hoyeon_fall_normal_01,fall_normal,76,85,7.602116991643454,8.502367688022284,train
hoyeon_fall_normal_01,fall_normal,77,86,7.702144846796657,8.602395543175486,train
hoyeon_fall_normal_01,fall_normal,78,87,7.802172701949861,8.70242339832869,train
hoyeon_fall_normal_01,fall_normal,79,88,7.902200557103064,8.802451253481895,train
hoyeon_fall_normal_01,fall_normal,80,89,8.002228412256267,8.902479108635097,train
hoyeon_fall_normal_01,fall_normal,81,90,8.102256267409471,9.102534818941503,train
hoyeon_fall_normal_01,fall_normal,82,91,8.202284122562673,9.202562674094708,train
hoyeon_fall_normal_01,fall_normal,83,92,8.302311977715878,9.402618384401114,train
hoyeon_fall_normal_01,fall_normal,84,93,8.40233983286908,9.502646239554318,train
hoyeon_fall_normal_01,fall_normal,85,94,8.502367688022284,9.60267409470752,train
hoyeon_fall_normal_01,fall_normal,86,95,8.602395543175486,9.702701949860725,train
hoyeon_fall_normal_01,fall_normal,87,96,8.70242339832869,9.802729805013929,train
hoyeon_fall_normal_01,fall_normal,88,97,8.802451253481895,9.902757660167133,train
hoyeon_fall_normal_01,fall_normal,89,98,8.902479108635097,10.002785515320332,train
hoyeon_fall_normal_01,fall_normal,90,99,9.102534818941503,10.102813370473536,train
hoyeon_fall_normal_01,fall_normal,91,100,9.202562674094708,10.202841225626742,train
hoyeon_fall_normal_01,fall_normal,92,101,9.402618384401114,10.302869080779944,train
hoyeon_fall_normal_01,fall_normal,93,102,9.502646239554318,10.402896935933148,train
hoyeon_fall_normal_01,fall_normal,94,103,9.60267409470752,10.50292479108635,train
hoyeon_fall_normal_01,fall_normal,95,104,9.702701949860725,10.602952646239554,train
hoyeon_fall_normal_01,fall_normal,96,105,9.802729805013929,10.702980501392757,train
hoyeon_fall_normal_01,fall_normal,97,106,9.902757660167133,10.80300835654596,train
hoyeon_fall_normal_01,fall_normal,98,107,10.002785515320332,10.903036211699163,train
hoyeon_fall_normal_01,fall_normal,99,108,10.102813370473536,11.003064066852367,train
hoyeon_fall_normal_01,fall_normal,100,109,10.202841225626742,11.103091922005571,train
hoyeon_fall_normal_01,fall_normal,101,110,10.302869080779944,11.203119777158774,train
hoyeon_fall_normal_01,fall_normal,102,111,10.402896935933148,11.303147632311978,train
hoyeon_fall_normal_01,fall_normal,103,112,10.50292479108635,11.40317548746518,train
hoyeon_fall_normal_01,fall_normal,104,113,10.602952646239554,11.503203342618384,train
hoyeon_fall_normal_01,fall_normal,105,114,10.702980501392757,11.603231197771589,train
hoyeon_fall_normal_01,fall_normal,106,115,10.80300835654596,11.70325905292479,train
hoyeon_fall_normal_01,fall_normal,107,116,10.903036211699163,11.803286908077997,train
hoyeon_fall_normal_01,fall_normal,108,117,11.003064066852367,11.903314763231196,train
hoyeon_fall_normal_01,fall_normal,109,118,11.103091922005571,12.0033426183844,train
hoyeon_fall_normal_01,fall_normal,110,119,11.203119777158774,12.103370473537604,train
hoyeon_fall_normal_01,fall_normal,111,120,11.303147632311978,12.203398328690808,train
hoyeon_fall_normal_01,fall_normal,112,121,11.40317548746518,12.30342618384401,train
hoyeon_fall_normal_01,fall_normal,113,122,11.503203342618384,12.403454038997214,train
hoyeon_fall_normal_01,fall_normal,114,123,11.603231197771589,12.503481894150417,train
hoyeon_fall_normal_01,fall_normal,115,124,11.70325905292479,12.60350974930362,train
hoyeon_fall_normal_01,fall_normal,116,125,11.803286908077997,12.703537604456823,train
hoyeon_fall_normal_01,fall_normal,117,126,11.903314763231196,12.803565459610027,train
hoyeon_fall_normal_01,fall_normal,118,127,12.0033426183844,12.903593314763231,train
hoyeon_fall_normal_01,fall_normal,119,128,12.103370473537604,13.003621169916434,train
hoyeon_fall_normal_01,fall_normal,120,129,12.203398328690808,13.103649025069638,train
hoyeon_fall_normal_01,fall_normal,121,130,12.30342618384401,13.20367688022284,train
hoyeon_fall_normal_01,fall_normal,122,131,12.403454038997214,13.303704735376044,train
hoyeon_fall_normal_01,fall_normal,123,132,12.503481894150417,13.403732590529248,train
hoyeon_fall_normal_01,fall_normal,124,133,12.60350974930362,13.50376044568245,train
hoyeon_fall_normal_01,fall_normal,125,134,12.703537604456823,13.603788300835657,train
hoyeon_fall_normal_01,fall_normal,126,135,12.803565459610027,13.703816155988855,train
hoyeon_fall_normal_01,fall_normal,127,136,12.903593314763231,13.80384401114206,train
hoyeon_fall_normal_01,fall_normal,128,137,13.003621169916434,13.903871866295264,train
hoyeon_fall_normal_01,fall_normal,129,138,13.103649025069638,14.003899721448468,train
hoyeon_fall_normal_01,fall_normal,130,139,13.20367688022284,14.10392757660167,train
hoyeon_fall_normal_01,fall_normal,131,140,13.303704735376044,14.203955431754874,train
hoyeon_fall_normal_01,fall_normal,132,141,13.403732590529248,14.303983286908078,train
hoyeon_fall_normal_01,fall_normal,133,142,13.50376044568245,14.40401114206128,train
hoyeon_fall_normal_01,fall_normal,134,143,13.603788300835657,14.504038997214485,train
hoyeon_fall_normal_01,fall_normal,135,144,13.703816155988855,14.604066852367689,train
hoyeon_fall_normal_01,fall_normal,136,145,13.80384401114206,14.704094707520891,train
hoyeon_fall_normal_01,fall_normal,137,146,13.903871866295264,14.804122562674094,train
hoyeon_fall_normal_01,fall_normal,138,147,14.003899721448468,14.904150417827298,train
hoyeon_fall_normal_01,fall_normal,139,148,14.10392757660167,15.004178272980502,train
hoyeon_fall_normal_01,fall_normal,140,149,14.203955431754874,15.104206128133704,train
hoyeon_fall_normal_01,fall_normal,141,150,14.303983286908078,15.204233983286908,train
hoyeon_fall_normal_01,fall_normal,142,151,14.40401114206128,15.30426183844011,train
hoyeon_fall_normal_01,fall_normal,143,152,14.504038997214485,15.404289693593316,train
hoyeon_fall_normal_01,fall_normal,144,153,14.604066852367689,15.504317548746515,train
hoyeon_fall_normal_01,fall_normal,145,154,14.704094707520891,15.60434540389972,train
hoyeon_fall_normal_01,fall_normal,146,155,14.804122562674094,15.704373259052923,train
hoyeon_fall_normal_01,fall_normal,147,156,14.904150417827298,15.804401114206128,train
hoyeon_fall_normal_01,fall_normal,148,157,15.004178272980502,15.904428969359332,train
hoyeon_fall_normal_01,fall_normal,149,158,15.104206128133704,16.004456824512534,train
hoyeon_fall_normal_01,fall_normal,150,159,15.204233983286908,16.104484679665738,train
hoyeon_fall_normal_01,fall_normal,151,160,15.30426183844011,16.204512534818942,train
hoyeon_fall_normal_01,fall_normal,152,161,15.404289693593316,16.304540389972143,train
hoyeon_fall_normal_01,fall_normal,153,162,15.504317548746515,16.404568245125347,train
hoyeon_fall_normal_01,fall_normal,154,163,15.60434540389972,16.50459610027855,train
hoyeon_fall_normal_01,fall_normal,155,164,15.704373259052923,16.604623955431755,train
hoyeon_fall_normal_01,fall_normal,156,165,15.804401114206128,16.70465181058496,train
hoyeon_fall_normal_01,fall_normal,157,166,15.904428969359332,16.80467966573816,train
hoyeon_fall_normal_01,fall_normal,158,167,16.004456824512534,16.904707520891364,train
hoyeon_fall_normal_01,fall_normal,159,168,16.104484679665738,17.004735376044568,train
hoyeon_fall_normal_01,fall_normal,160,169,16.204512534818942,17.104763231197772,train
hoyeon_fall_normal_01,fall_normal,161,170,16.304540389972143,17.204791086350973,train
hoyeon_fall_normal_01,fall_normal,162,171,16.404568245125347,17.304818941504177,train
hoyeon_fall_normal_01,fall_normal,163,172,16.50459610027855,17.40484679665738,train
hoyeon_fall_normal_01,fall_normal,164,173,16.604623955431755,17.504874651810585,train
hoyeon_fall_normal_01,fall_normal,165,174,16.70465181058496,17.60490250696379,train
hoyeon_fall_normal_01,fall_normal,166,175,16.80467966573816,17.70493036211699,train
hoyeon_fall_normal_01,fall_normal,167,176,16.904707520891364,17.804958217270194,train
hoyeon_fall_normal_01,fall_normal,168,177,17.004735376044568,18.005013927576602,train
hoyeon_fall_normal_01,fall_normal,169,178,17.104763231197772,18.105041782729806,train
hoyeon_fall_normal_01,fall_normal,170,179,17.204791086350973,18.30509749303621,train
hoyeon_fall_normal_01,fall_normal,171,180,17.304818941504177,18.40512534818941,train
hoyeon_fall_normal_01,fall_normal,172,181,17.40484679665738,18.50515320334262,train
hoyeon_fall_normal_01,fall_normal,173,182,17.504874651810585,18.60518105849582,train
hoyeon_fall_normal_01,fall_normal,174,183,17.60490250696379,18.705208913649024,train
hoyeon_fall_normal_01,fall_normal,175,184,17.70493036211699,18.805236768802228,train
hoyeon_fall_normal_01,fall_normal,176,185,17.804958217270194,18.905264623955432,train
hoyeon_fall_normal_01,fall_normal,177,186,18.005013927576602,19.00529247910864,train
hoyeon_fall_normal_01,fall_normal,178,187,18.105041782729806,19.10532033426184,train
hoyeon_fall_normal_01,fall_normal,179,188,18.30509749303621,19.20534818941504,train
hoyeon_fall_normal_01,fall_normal,180,189,18.40512534818941,19.305376044568245,train
hoyeon_fall_normal_01,fall_normal,181,190,18.50515320334262,19.40540389972145,train
hoyeon_fall_normal_01,fall_normal,182,191,18.60518105849582,19.50543175487465,train
hoyeon_fall_normal_01,fall_normal,183,192,18.705208913649024,19.605459610027854,train
hoyeon_fall_normal_01,fall_normal,184,193,18.805236768802228,19.70548746518105,train
hoyeon_fall_normal_01,fall_normal,185,194,18.905264623955432,19.805515320334266,train
hoyeon_fall_normal_01,fall_normal,186,195,19.00529247910864,19.905543175487463,train
hoyeon_fall_normal_01,fall_normal,187,196,19.10532033426184,20.005571030640667,train
hoyeon_fall_normal_01,fall_normal,188,197,19.20534818941504,20.10559888579387,train
hoyeon_fall_normal_01,fall_normal,189,198,19.305376044568245,20.205626740947075,train
hoyeon_fall_normal_01,fall_normal,190,199,19.40540389972145,20.30565459610028,train
hoyeon_fall_normal_01,fall_normal,191,200,19.50543175487465,20.405682451253483,train
hoyeon_fall_normal_01,fall_normal,192,201,19.605459610027854,20.505710306406684,train
hoyeon_fall_normal_01,fall_normal,193,202,19.70548746518105,20.605738161559888,train
hoyeon_fall_normal_01,fall_normal,194,203,19.805515320334266,20.70576601671309,train
hoyeon_fall_normal_01,fall_normal,195,204,19.905543175487463,20.805793871866296,train
hoyeon_fall_normal_01,fall_normal,196,205,20.005571030640667,20.905821727019497,train
hoyeon_fall_normal_01,fall_normal,197,206,20.10559888579387,21.0058495821727,train
hoyeon_fall_normal_01,fall_normal,198,207,20.205626740947075,21.105877437325905,train
hoyeon_fall_normal_01,fall_normal,199,208,20.30565459610028,21.20590529247911,train
hoyeon_fall_normal_01,fall_normal,200,209,20.405682451253483,21.30593314763232,train
hoyeon_fall_normal_01,fall_normal,201,210,20.505710306406684,21.40596100278552,train
hoyeon_fall_normal_01,fall_normal,202,211,20.605738161559888,21.50598885793872,train
hoyeon_fall_normal_01,fall_normal,203,212,20.70576601671309,21.60601671309192,train
hoyeon_fall_normal_01,fall_normal,204,213,20.805793871866296,21.70604456824513,train
hoyeon_fall_normal_01,fall_normal,205,214,20.905821727019497,21.806072423398327,train
hoyeon_fall_normal_01,fall_normal,206,215,21.0058495821727,21.90610027855153,train
hoyeon_fall_normal_01,fall_normal,207,216,21.105877437325905,22.00612813370473,train
hoyeon_fall_normal_01,fall_normal,208,217,21.20590529247911,22.10615598885794,train
hoyeon_fall_normal_01,fall_normal,209,218,21.30593314763232,22.206183844011143,train
hoyeon_fall_normal_01,fall_normal,210,219,21.40596100278552,22.306211699164344,train
hoyeon_fall_normal_01,fall_normal,211,220,21.50598885793872,22.406239554317548,train
hoyeon_fall_normal_01,fall_normal,212,221,21.60601671309192,22.50626740947075,train
hoyeon_fall_normal_01,fall_normal,213,222,21.70604456824513,22.60629526462396,train
hoyeon_fall_normal_01,fall_normal,214,223,21.806072423398327,22.70632311977716,train
hoyeon_fall_normal_01,fall_normal,215,224,21.90610027855153,22.80635097493036,train
hoyeon_fall_normal_01,fall_normal,216,225,22.00612813370473,22.906378830083565,train
hoyeon_fall_normal_01,fall_normal,217,226,22.10615598885794,23.00640668523677,train
hoyeon_fall_normal_01,fall_normal,218,227,22.206183844011143,23.106434540389973,train
hoyeon_fall_normal_01,fall_normal,219,228,22.306211699164344,23.206462395543173,train
hoyeon_fall_normal_01,fall_normal,220,229,22.406239554317548,23.306490250696378,train
hoyeon_fall_normal_01,fall_normal,221,230,22.50626740947075,23.40651810584958,train
hoyeon_fall_normal_01,fall_normal,222,231,22.60629526462396,23.506545961002782,train
hoyeon_fall_normal_01,fall_normal,223,232,22.70632311977716,23.60657381615599,train
hoyeon_fall_normal_01,fall_normal,224,233,22.80635097493036,23.70660167130919,train
hoyeon_fall_normal_01,fall_normal,225,234,22.906378830083565,23.806629526462395,train
hoyeon_fall_normal_01,fall_normal,226,235,23.00640668523677,23.9066573816156,train
hoyeon_fall_normal_01,fall_normal,227,236,23.106434540389973,24.006685236768803,train
hoyeon_fall_normal_01,fall_normal,228,237,23.206462395543173,24.106713091922003,train
hoyeon_fall_normal_01,fall_normal,229,238,23.306490250696378,24.206740947075208,train
hoyeon_fall_normal_01,fall_normal,230,239,23.40651810584958,24.30676880222841,train
hoyeon_fall_normal_01,fall_normal,231,240,23.506545961002782,24.406796657381616,train
hoyeon_fall_normal_01,fall_normal,232,241,23.60657381615599,24.50682451253482,train
hoyeon_fall_normal_01,fall_normal,233,242,23.70660167130919,24.60685236768802,train
hoyeon_fall_normal_01,fall_normal,234,243,23.806629526462395,24.706880222841225,train
hoyeon_fall_normal_01,fall_normal,235,244,23.9066573816156,24.80690807799443,train
hoyeon_fall_normal_01,fall_normal,236,245,24.006685236768803,24.90693593314764,train
hoyeon_fall_normal_01,fall_normal,237,246,24.106713091922003,25.00696378830084,train
hoyeon_fall_normal_01,fall_normal,238,247,24.206740947075208,25.10699164345404,train
hoyeon_fall_normal_01,fall_normal,239,248,24.30676880222841,25.20701949860724,train
hoyeon_fall_normal_01,fall_normal,240,249,24.406796657381616,25.30704735376045,train
hoyeon_fall_normal_01,fall_normal,241,250,24.50682451253482,25.40707520891365,train
hoyeon_fall_normal_01,fall_normal,242,251,24.60685236768802,25.50710306406685,train
hoyeon_fall_normal_01,fall_normal,243,252,24.706880222841225,25.60713091922005,train
hoyeon_fall_normal_01,fall_normal,244,253,24.80690807799443,25.70715877437326,train
hoyeon_fall_normal_01,fall_normal,245,254,24.90693593314764,25.807186629526463,train
hoyeon_fall_normal_01,fall_normal,246,255,25.00696378830084,25.907214484679667,train
hoyeon_fall_normal_01,fall_normal,247,256,25.10699164345404,26.007242339832867,train
hoyeon_fall_normal_01,fall_normal,248,257,25.20701949860724,26.10727019498607,train
hoyeon_fall_normal_01,fall_normal,249,258,25.30704735376045,26.20729805013928,train
hoyeon_fall_normal_01,fall_normal,250,259,25.40707520891365,26.30732590529248,train
hoyeon_fall_normal_01,fall_normal,251,260,25.50710306406685,26.40735376044568,train
hoyeon_fall_normal_01,fall_normal,252,261,25.60713091922005,26.507381615598884,train
hoyeon_fall_normal_01,fall_normal,253,262,25.70715877437326,26.60740947075209,train
hoyeon_fall_normal_01,fall_normal,254,263,25.807186629526463,26.707437325905293,train
hoyeon_fall_normal_01,fall_normal,255,264,25.907214484679667,26.807465181058497,train
hoyeon_fall_normal_01,fall_normal,256,265,26.007242339832867,27.0075208913649,train
hoyeon_fall_normal_01,fall_normal,257,266,26.10727019498607,27.20757660167131,train
hoyeon_fall_normal_01,fall_normal,258,267,26.20729805013928,27.30760445682451,train
hoyeon_fall_normal_01,fall_normal,259,268,26.30732590529248,27.407632311977714,train
hoyeon_fall_normal_01,fall_normal,260,269,26.40735376044568,27.50766016713092,train
hoyeon_fall_normal_01,fall_normal,261,270,26.507381615598884,27.607688022284123,train
hoyeon_fall_normal_01,fall_normal,262,271,26.60740947075209,27.707715877437327,train
hoyeon_fall_normal_01,fall_normal,263,272,26.707437325905293,27.807743732590527,train
hoyeon_fall_normal_01,fall_normal,264,273,26.807465181058497,27.90777158774373,train
hoyeon_fall_normal_01,fall_normal,265,274,27.0075208913649,28.00779944289693,train
hoyeon_fall_normal_01,fall_normal,266,275,27.20757660167131,28.10782729805014,train
hoyeon_fall_normal_01,fall_normal,267,276,27.30760445682451,28.20785515320334,train
hoyeon_fall_normal_01,fall_normal,268,277,27.407632311977714,28.307883008356544,train
hoyeon_fall_normal_01,fall_normal,269,278,27.50766016713092,28.40791086350975,train
hoyeon_fall_normal_01,fall_normal,270,279,27.607688022284123,28.507938718662952,train
hoyeon_fall_normal_01,fall_normal,271,280,27.707715877437327,28.60796657381616,train
hoyeon_fall_normal_01,fall_normal,272,281,27.807743732590527,28.70799442896936,train
hoyeon_fall_normal_01,fall_normal,273,282,27.90777158774373,28.80802228412256,train
hoyeon_fall_normal_01,fall_normal,274,283,28.00779944289693,28.908050139275765,train
hoyeon_fall_normal_01,fall_normal,275,284,28.10782729805014,29.00807799442897,train
hoyeon_fall_normal_01,fall_normal,276,285,28.20785515320334,29.108105849582174,train
hoyeon_fall_normal_01,fall_normal,277,286,28.307883008356544,29.20813370473537,train
hoyeon_fall_normal_01,fall_normal,278,287,28.40791086350975,29.30816155988858,train
hoyeon_fall_normal_01,fall_normal,279,288,28.507938718662952,29.408189415041782,train
hoyeon_fall_normal_01,fall_normal,280,289,28.60796657381616,29.508217270194987,train
hoyeon_fall_normal_01,fall_normal,281,290,28.70799442896936,29.608245125348187,train
hoyeon_fall_normal_01,fall_normal,282,291,28.80802228412256,29.70827298050139,train
hoyeon_fall_normal_01,fall_normal,283,292,28.908050139275765,29.808300835654595,train
hoyeon_fall_normal_01,fall_normal,284,293,29.00807799442897,29.9083286908078,train
hoyeon_fall_normal_01,fall_normal,285,294,29.108105849582174,30.008356545961004,train
hoyeon_fall_normal_01,fall_normal,286,295,29.20813370473537,30.108384401114204,train
hoyeon_fall_normal_01,fall_normal,287,296,29.30816155988858,30.20841225626741,train
hoyeon_fall_normal_01,fall_normal,288,297,29.408189415041782,30.30844011142061,train
hoyeon_fall_normal_01,fall_normal,289,298,29.508217270194987,30.408467966573816,train
hoyeon_fall_normal_01,fall_normal,290,299,29.608245125348187,30.508495821727017,train
hoyeon_fall_normal_01,fall_normal,291,300,29.70827298050139,30.60852367688022,train
hoyeon_fall_normal_01,fall_normal,292,301,29.808300835654595,30.708551532033425,train
hoyeon_fall_normal_01,fall_normal,293,302,29.9083286908078,30.80857938718663,train
hoyeon_fall_normal_01,fall_normal,294,303,30.008356545961004,30.90860724233984,train
hoyeon_fall_normal_01,fall_normal,295,304,30.108384401114204,31.00863509749304,train
hoyeon_fall_normal_01,fall_normal,296,305,30.20841225626741,31.10866295264624,train
hoyeon_fall_normal_01,fall_normal,297,306,30.30844011142061,31.20869080779944,train
hoyeon_fall_normal_01,fall_normal,298,307,30.408467966573816,31.308718662952646,train
hoyeon_fall_normal_01,fall_normal,299,308,30.508495821727017,31.40874651810585,train
hoyeon_fall_normal_01,fall_normal,300,309,30.60852367688022,31.50877437325905,train
hoyeon_fall_normal_01,fall_normal,301,310,30.708551532033425,31.60880222841225,train
hoyeon_fall_normal_01,fall_normal,302,311,30.80857938718663,31.70883008356546,train
hoyeon_fall_normal_01,fall_normal,303,312,30.90860724233984,31.808857938718663,train
hoyeon_fall_normal_01,fall_normal,304,313,31.00863509749304,31.908885793871864,train
hoyeon_fall_normal_01,fall_normal,305,314,31.10866295264624,32.00891364902507,train
hoyeon_fall_normal_01,fall_normal,306,315,31.20869080779944,32.10894150417827,train
hoyeon_fall_normal_01,fall_normal,307,316,31.308718662952646,32.20896935933148,train
hoyeon_fall_normal_01,fall_normal,308,317,31.40874651810585,32.30899721448468,train
hoyeon_fall_normal_01,fall_normal,309,318,31.50877437325905,32.409025069637885,train
hoyeon_fall_normal_01,fall_normal,310,319,31.60880222841225,32.509052924791085,train
hoyeon_fall_normal_01,fall_normal,311,320,31.70883008356546,32.609080779944286,train
hoyeon_fall_normal_01,fall_normal,312,321,31.808857938718663,32.70910863509749,train
hoyeon_fall_normal_01,fall_normal,313,322,31.908885793871864,32.809136490250694,train
hoyeon_fall_normal_01,fall_normal,314,323,32.00891364902507,32.9091643454039,train
hoyeon_fall_normal_01,fall_normal,315,324,32.10894150417827,33.0091922005571,train
hoyeon_fall_normal_01,fall_normal,316,325,32.20896935933148,33.1092200557103,train
hoyeon_fall_normal_01,fall_normal,317,326,32.30899721448468,33.20924791086351,train
hoyeon_fall_normal_01,fall_normal,318,327,32.409025069637885,33.30927576601671,train
hoyeon_fall_normal_01,fall_normal,319,328,32.509052924791085,33.40930362116992,train
hoyeon_fall_normal_01,fall_normal,320,329,32.609080779944286,33.50933147632312,train
hoyeon_fall_normal_01,fall_normal,321,330,32.70910863509749,33.60935933147632,train
hoyeon_fall_normal_01,fall_normal,322,331,32.809136490250694,33.70938718662953,train
hoyeon_fall_normal_01,fall_normal,323,332,32.9091643454039,33.80941504178273,train
hoyeon_fall_normal_01,fall_normal,324,333,33.0091922005571,33.909442896935936,train
hoyeon_fall_normal_01,fall_normal,325,334,33.1092200557103,34.009470752089136,train
hoyeon_fall_normal_01,fall_normal,326,335,33.20924791086351,34.10949860724234,train
hoyeon_fall_normal_01,fall_normal,327,336,33.30927576601671,34.209526462395544,train
hoyeon_fall_normal_01,fall_normal,328,337,33.40930362116992,34.309554317548745,train
hoyeon_fall_normal_01,fall_normal,329,338,33.50933147632312,34.409582172701946,train
